0 0 -3.93534 0 0 0 0 -0.00105286 0.10009
-0.000968216 -0.000986322 -3.9371 0 0 -0.00967405 -0.00985496 -0.0175281 0.200174
-0.00938577 -0.00973923 -3.95901 0 0 -0.0841046 -0.0874554 -0.218936 0.300258
-0.0199167 -0.0215729 -4.01687 0 0 -0.105211 -0.118227 -0.578076 0.400351
-0.0278692 -0.0318007 -4.09041 0 0 -0.0794485 -0.102179 -0.734695 0.500448
-0.0364175 -0.0451632 -2.08706 0 0 -0.0854064 -0.133504 20.0155 0.600538
-0.0429225 -0.0580252 -1.991 0 0 -0.0649918 -0.128507 0.959678 0.700627
-0.0476947 -0.0700775 -1.90462 0 0 -0.0476781 -0.120412 0.862995 0.800719
-0.0517551 -0.0838936 -1.80866 0 0 -0.0405671 -0.138034 0.958775 0.900811
-0.054472 -0.0980281 -1.71274 0 0 -0.0271443 -0.141216 0.958308 1.0009
-0.0558229 -0.11236 -1.61681 0 0 -0.0134972 -0.143199 0.958523 1.10098
-0.0557942 -0.126766 -1.5208 0 0 0.000286567 -0.143923 0.959124 1.20108
-0.0543841 -0.141107 -1.42477 0 0 0.0140872 -0.143272 0.959388 1.30118
-0.0512502 -0.156657 -1.31906 0 0 0.03131 -0.155349 1.05617 1.40127
-0.0447019 -0.177538 -1.22311 0.10605 -0.10605 0.0654233 -0.208621 0.958628 1.50136
-0.0351523 -0.200399 -1.12712 0.10605 -0.10605 0.0954086 -0.228406 0.958986 1.60145
-0.0234323 -0.222279 -1.03096 0.10605 -0.10605 0.117001 -0.218429 0.959996 1.70162
-0.00966475 -0.242934 -0.934788 0.10605 -0.10605 0.13756 -0.206375 0.960879 1.80171
0.00766839 -0.263985 -0.829134 0.10605 -0.10605 0.173164 -0.210309 1.05552 1.90181
0.0198039 -0.27637 -0.761972 0.10605 -0.10605 0.121241 -0.123729 0.670989 2.0019
0.0394144 -0.293303 -0.666052 0.2121 -0.2121 0.195927 -0.169178 0.958336 2.10199
0.0621376 -0.310059 -0.608482 0.2121 -0.2121 0.22703 -0.167412 0.575181 2.20208
0.118899 -0.345269 -0.502771 0.2121 -0.2121 0.567106 -0.351782 1.05616 2.30217
0.173924 -0.372172 -0.40671 0.31815 -0.31815 0.549754 -0.268783 0.959749 2.40226
0.251132 -0.401046 -0.319433 0.31815 -0.31815 0.771381 -0.288484 0.871981 2.50235
0.335488 -0.426451 -0.269018 0.4242 -0.4242 0.842826 -0.253828 0.503707 2.60244
0.405755 -0.444786 -0.2455 0.4242 -0.4242 0.701791 -0.183122 0.234891 2.70256
0.44641 -0.455024 -0.253146 0.4242 -0.4242 0.40615 -0.102276 -0.0763848 2.80266
0.47279 -0.462322 -0.293523 0.4242 -0.4242 0.26337 -0.0728666 -0.403127 2.90282
0.495359 -0.469937 -0.359322 0.53025 -0.53025 0.225488 -0.0760804 -0.657401 3.00291
0.529375 -0.484511 -0.450421 0.53025 -0.53025 0.339862 -0.145612 -0.910183 3.103
0.563179 -0.502909 -0.546404 0.53025 -0.53025 0.33775 -0.183818 -0.958992 3.20309
0.591953 -0.522157 -0.632732 0.53025 -0.53025 0.287486 -0.192308 -0.862524 3.30317
0.625221 -0.549402 -0.738263 0.6363 -0.6363 0.33238 -0.272217 -1.05438 3.40326
0.661535 -0.585492 -0.819124 0.6363 -0.6363 0.362811 -0.360563 -0.807861 3.50336
0.713099 -0.645263 -0.893662 0.6363 -0.6363 0.515153 -0.597149 -0.744679 3.60345
0.770372 -0.721434 -0.953808 0.74235 -0.74235 0.572205 -0.761023 -0.600916 3.70354
0.828984 -0.807639 -0.988331 0.8484 -0.8484 0.58561 -0.861288 -0.344925 3.80363
0.866906 -0.865636 -0.991136 0.8484 -0.8484 0.378898 -0.579486 -0.0280326 3.90371
0.898956 -0.913461 -0.961678 0.95445 -0.95445 0.320201 -0.47779 0.294305 4.00381
0.915455 -0.936045 -0.905938 0.95445 -0.95445 0.164847 -0.225652 0.55691 4.10389
0.926348 -0.948753 -0.812987 0.95445 -0.95445 0.108826 -0.126956 0.928641 4.20399
0.937315 -0.959282 -0.717052 0.95445 -0.95445 0.10957 -0.105193 0.958483 4.30408
0.94925 -0.968719 -0.621036 0.95445 -0.95445 0.119247 -0.0942883 0.959294 4.40417
0.962025 -0.976963 -0.525097 0.95445 -0.95445 0.127634 -0.0823634 0.958539 4.50426
0.976926 -0.984575 -0.419496 0.95445 -0.95445 0.148884 -0.0760584 1.05509 4.60434
0.98965 -0.989603 -0.333169 0.95445 -0.95445 0.12713 -0.0502381 0.862525 4.70443
1.00573 -0.994233 -0.227576 0.95445 -0.95445 0.160618 -0.0462504 1.05482 4.80454
1.02069 -0.99695 -0.131599 0.95445 -0.95445 0.149507 -0.027141 0.958823 4.90464
1.03585 -0.99822 -0.0356483 0.95445 -0.95445 0.151397 -0.0126903 0.958685 5.00472
1.04804 -0.998186 0.0413233 0.95445 -0.95445 0.12182 0.000345328 0.768872 5.10483
1.06322 -0.996826 0.137452 0.95445 -0.95445 0.15154 0.0135823 0.960079 5.20496
1.07519 -0.994697 0.214212 0.95445 -0.95445 0.119683 0.021264 0.766918 5.30505
1.09135 -0.990276 0.319932 0.95445 -0.95445 0.161439 0.044171 1.05625 5.40514
1.10627 -0.984603 0.396747 1.0605 -0.8484 0.14905 0.0566846 0.767471 5.50522
1.13384 -0.971302 0.502385 1.0605 -0.8484 0.27528 0.132827 1.05491 5.60536
1.15753 -0.956761 0.598333 1.0605 -0.8484 0.236691 0.14523 0.958352 5.70548
1.18188 -0.938207 0.703989 1.0605 -0.8484 0.243284 0.185393 1.05569 5.80556
1.20219 -0.919211 0.799963 1.0605 -0.8484 0.202919 0.18979 0.958865 5.90565
1.22075 -0.898152 0.896045 1.16655 -0.74235 0.185435 0.210389 0.959933 6.00575
1.24869 -0.858776 1.00156 1.16655 -0.74235 0.279064 0.393415 1.05426 6.10584
1.27921 -0.805918 1.08675 1.16655 -0.74235 0.304994 0.528112 0.85112 6.20592
1.31753 -0.724326 1.17079 1.2726 -0.6363 0.382534 0.814489 0.838885 6.3061
1.34487 -0.654865 1.21833 1.2726 -0.6363 0.273105 0.694019 0.474973 6.40618
1.37038 -0.581523 1.25007 1.37865 -0.53025 0.254915 0.732775 0.317166 6.50627
1.38499 -0.537224 1.24994 1.37865 -0.53025 0.145935 0.442584 -0.00133869 6.60637
1.39552 -0.506726 1.22078 1.37865 -0.53025 0.105195 0.304697 -0.291309 6.70646
1.40496 -0.48263 1.16965 1.37865 -0.53025 0.0943162 0.240739 -0.510854 6.80655
1.41942 -0.45268 1.06748 1.4847 -0.4242 0.144532 0.299245 -1.02077 6.90663
1.44262 -0.415288 0.971574 1.4847 -0.4242 0.23179 0.373611 -0.958288 7.00672
1.47139 -0.376849 0.885133 1.4847 -0.4242 0.287407 0.384055 -0.86365 7.1068
1.49595 -0.348803 0.818024 1.4847 -0.4242 0.24537 0.280203 -0.670489 7.20689
1.54292 -0.303761 0.720191 1.59075 -0.31815 0.469403 0.450048 -0.977519 7.30698
1.61395 -0.245998 0.654153 1.59075 -0.31815 0.709682 0.577126 -0.659807 7.40706
1.69125 -0.188885 0.623094 1.6968 -0.2121 0.772289 0.570618 -0.310307 7.50715
1.77738 -0.127496 0.620945 1.80285 -0.10605 0.860519 0.613354 -0.0214728 7.60724
1.83686 -0.0840959 0.642984 1.80285 -0.10605 0.594271 0.433639 0.220211 7.70732
1.89352 -0.0397523 0.686735 1.9089 0 0.566172 0.443051 0.43713 7.80741
1.93631 -0.0036949 0.709397 1.9089 0 0.427499 0.36026 0.226417 7.9075
1.95018 0.00814302 0.697784 1.9089 0 0.13862 0.118275 -0.11602 8.00759
1.95844 0.0148459 0.661601 1.9089 0 0.0825129 0.0669704 -0.361525 8.10767
1.96756 0.0214945 0.593126 1.9089 0 0.0910713 0.0664206 -0.684068 8.20777
1.97703 0.027268 0.499996 1.9089 0 0.0945854 0.0576746 -0.930335 8.30788
1.98917 0.0330342 0.394309 2.01495 0.10605 0.121303 0.0576083 -1.05588 8.40797
2.00475 0.0386577 0.298365 2.01495 0.10605 0.155562 0.0561399 -0.95782 8.50814
2.02085 0.0427716 0.202157 2.01495 0.10605 0.160806 0.0411052 -0.961282 8.60822
2.03556 0.0451315 0.115841 2.01495 0.10605 0.147037 0.0235779 -0.862403 8.70831
2.05542 0.0462891 0.000690534 2.01495 0.10605 0.198351 0.011561 -1.14998 8.80844
2.07537 0.0452421 -0.0953252 2.121 9.71445e-17 0.199284 -0.0104612 -0.959374 8.90852
2.10256 0.041319 -0.191295 2.121 9.71445e-17 0.271634 -0.0391965 -0.95885 9.00861
2.1319 0.0340103 -0.296951 2.121 9.71445e-17 0.293161 -0.0730243 -1.05565 9.1087
2.15775 0.0247229 -0.392915 2.121 9.71445e-17 0.258257 -0.0927904 -0.958781 9.20879
2.185 0.0117002 -0.498472 2.121 9.71445e-17 0.272342 -0.130112 -1.05464 9.30888
2.20848 -0.00257842 -0.594471 2.121 9.71445e-17 0.234518 -0.142648 -0.959054 9.40897
2.22944 -0.0181676 -0.680892 2.22705 -0.10605 0.209463 -0.155754 -0.863445 9.50906
2.273 -0.0582419 -0.796013 2.22705 -0.10605 0.435179 -0.40039 -1.1502 9.60915
2.32016 -0.111385 -0.891919 2.22705 -0.10605 0.47117 -0.530996 -0.95828 9.70923
2.37514 -0.187011 -0.982411 2.3331 -0.2121 0.549204 -0.755406 -0.903896 9.80935
2.42124 -0.260126 -1.02979 2.43915 -0.31815 0.460285 -0.729981 -0.473072 9.90951
2.46449 -0.334383 -1.053 2.43915 -0.31815 0.432147 -0.741937 -0.231886 10.0096
2.49568 -0.389123 -1.04798 2.5452 -0.4242 0.31162 -0.546914 0.0501822 10.1097
2.52101 -0.431882 -1.01894 2.5452 -0.4242 0.253037 -0.427223 0.29017 10.2098
2.54693 -0.471398 -0.955864 2.5452 -0.4242 0.258921 -0.394662 0.629944 10.3099
2.57109 -0.502933 -0.874751 2.5452 -0.4242 0.241428 -0.315091 0.810469 10.41
2.59585 -0.530588 -0.813355 2.65125 -0.53025 0.247387 -0.27631 0.613428 10.5101
2.65263 -0.585926 -0.737332 2.65125 -0.53025 0.5672 -0.552875 0.759537 10.6102
2.71053 -0.635635 -0.684505 2.7573 -0.6363 0.578455 -0.496612 0.527764 10.7102
2.77074 -0.68315 -0.65527 2.7573 -0.6363 0.601587 -0.474713 0.292074 10.8103
2.85504 -0.746963 -0.646191 2.86335 -0.74235 0.842253 -0.637576 0.0907158 10.9104
2.93066 -0.804954 -0.66643 2.9694 -0.8484 0.755612 -0.579468 -0.202232 11.0105
2.98711 -0.850057 -0.678093 2.9694 -0.8484 0.564008 -0.450612 -0.116525 11.1106
3.03508 -0.888256 -0.659901 2.9694 -0.8484 0.479292 -0.381637 0.181753 11.2107
3.05669 -0.904539 -0.625684 3.07545 -0.95445 0.215858 -0.162661 0.341816 11.3108
3.07154 -0.914561 -0.549186 3.07545 -0.95445 0.148252 -0.10011 0.764085 11.4109
3.08515 -0.921961 -0.445086 3.07545 -0.95445 0.13606 -0.0739248 1.04003 11.511
3.09816 -0.927413 -0.34906 3.07545 -0.95445 0.129913 -0.0544777 0.959408 11.6111
3.11165 -0.9316 -0.252873 3.07545 -0.95445 0.134706 -0.0418117 0.960591 11.7112
3.12406 -0.934242 -0.166438 3.07545 -0.95445 0.123938 -0.026372 0.862922 11.8114
3.13948 -0.936001 -0.0607379 3.07545 -0.95445 0.154061 -0.017574 1.05612 11.9115
3.15075 -0.936253 0.0160317 3.07545 -0.95445 0.112578 -0.00251788 0.767024 12.0116
3.16622 -0.935185 0.121706 3.1815 -0.8484 0.154642 0.010668 1.05579 12.1117
3.18904 -0.931199 0.217743 3.1815 -0.8484 0.227994 0.0398274 0.959516 12.2117
3.21348 -0.924549 0.313631 3.1815 -0.8484 0.244167 0.0664414 0.958034 12.3118
3.23489 -0.916567 0.400128 3.1815 -0.8484 0.213769 0.0797026 0.863702 12.412
3.25994 -0.904376 0.505618 3.1815 -0.8484 0.250289 0.121791 1.05395 12.5121
3.27945 -0.892445 0.592193 3.1815 -0.8484 0.194834 0.11916 0.864625 12.6122
3.29978 -0.877301 0.688178 3.1815 -0.8484 0.203149 0.151311 0.959042 12.7123
3.31844 -0.860468 0.774588 3.28755 -0.74235 0.186418 0.168184 0.863337 12.8124
3.34684 -0.829967 0.860921 3.28755 -0.74235 0.283687 0.304726 0.862535 12.9125
3.3879 -0.777133 0.956952 3.28755 -0.74235 0.410231 0.527845 0.959406 13.0126
3.42282 -0.722667 1.04063 3.3936 -0.6363 0.348887 0.544202 0.83606 13.1126
3.46542 -0.643154 1.11036 3.3936 -0.6363 0.42562 0.794433 0.696704 13.2127
3.49641 -0.577837 1.14268 3.49965 -0.53025 0.309676 0.652598 0.322891 13.3128
